Marca,Modelo,Detalle Modelo,Tracción,Transmisión,Combustible,Cilindrada,Carrocería,Código Informe Técnico,Fecha de Homologación,Categoría del Vehículo,Empresa que realizó la Homologación,Norma,CO2 g/km,Rendimiento km/l Ciudad,Rendimiento km/l Carretera,Rendimiento km/l Mixto
Audi,Q5,"Q5 3,0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CCWA Diesel",4x4,A,Diesel,3,Station Wagon,AD4219E50511S00-4,5/26/11,LPD,Porsche Chile SPA,EURO V,"205,00","10,60","14,70","13,00"
Audi,Q5,"Q5 2,0 Lts. TDI DOHC Station Wagon 5P. 4x4 T/A Motor CGLB Diesel",4x4,A,Diesel,2,Station Wagon,AD4233E50511S00-0,6/9/11,LPD,Porsche Chile SPA,EURO V,"184,00","11,40","17,00","14,30"
Audi,Q5,"Q5 2,0 Lts. Tdi DOHC Station Wagon 5P. 4x4 T/A Motor CGLC Diesel",4x4,A,Diesel,2,Station Wagon,AD5005E50113S00-9,2/1/13,LPD,Porsche Chile SPA,EURO V,"172,00","13,70","16,70","15,40"
Audi,Q5,"Q5 3,0 Lts. DOHC TDI Quattro Stronic Station Wagon 5P. T/A 4x4 Motor CDUC Diesel",4x4,A,Diesel,3,Station Wagon,AD5377E51013S00-1,11/28/13,LPD,Porsche Chile SPA,EURO V,"172,00","13,90","16,40","15,40"
Audi,Q5 Quattro,"Q5 Quattro T 2,0 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor CNCD Otto",4x4,A,Gasolina,2,Station Wagon,AD6068E61214S00-0,2/5/15,LPO,Porsche Chile SPA,EURO VI,"186,00","10,30","14,30","12,50"
Audi,R8,"R8 5,2 Lts. FSI V10 Quattro Stronic DOHC Coupe 2P. T/A 4x4 Motor CTYA Otto",4x4,A,Gasolina,5.2,Coupé,AD5386E51013S01-4,,LPO,Porsche Chile SPA,EURO V,"307,00","4,90","11,10","7,60"
Audi,R8 Coupe,"R8 Coupe 4,2 Lts. FSI V8 Quattro Sonic DOHC Coupe 2P. T/A Motor CNDA Otto",AWD,A,Gasolina,4.2,Coupé,AD5291E50713S01-3,,LPO,Porsche Chile SPA,EURO V,"289,00","5,20","11,90","8,10"
Audi,R8 Spyder,"R8 Spyder 5,2 Lts. FSI V10 Quattro Stronic DOHC Convertible 2P. T/A 4x4 Motor CTYA Otto",4x4,A,Gasolina,5.2,Cabriolet,AD5386E51013S00-0,11/25/13,LPO,Porsche Chile SPA,EURO V,"312,00","4,90","10,80","7,50"
Audi,R8 Spyder,"R8 Spyder 4,2 Lts. FSI V8 Quattro Sonic DOHC Convertible 2P. T/A Motor CNDA Otto",AWD,A,Gasolina,4.2,Cabriolet,AD5291E50713S00-K,9/6/13,LPO,Porsche Chile SPA,EURO V,"294,00","5,10","11,60","7,90"
Audi,RS Q3 Quattro,"RS Q3 Quattro Stronic 2,5 Lts. TFSI DOHC Station Wagon 5P. T/A 4x4 Motor CTSA Otto",AWD,A,Gasolina,2.5,Station Wagon,AD5716E50414S00-2,6/13/14,LPO,Porsche Chile SPA,EURO V,"208,00","8,10","14,30","11,40"
Audi,RS4,"RS4 4,2 Lts. FSI DOHC Station Wagon 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,4.2,Station Wagon,AD5066E50415S00-0,3/7/13,LPO,Porsche Chile SPA,EURO V,"249,00","6,80","11,70","9,30"
Audi,RS5,"RS5 4,2 Lts. FSI DOHC Coupe 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,4.2,Coupé,AD3798E50913S00-9,12/30/10,LPO,Porsche Chile SPA,EURO V,"255,00","6,70","11,60","9,20"
Audi,RS5 Cabrio,"RS5 Cabrio 4,2 Lts. FSI DOHC Cabriolet 2P. T/A 4x4 Motor Otto",4x4,A,Gasolina,4.2,Cabriolet,AD3798E50913S01-2,,LPO,Porsche Chile SPA,EURO V,"255,00","6,70","11,60","9,20"
Audi,RS7 Sportback,"RS7 Sportback 4,0 Lts. TFSI DOHC Hatch Back 5P. T/A 4x4 Motor CRDB Otto",4x4,A,Gasolina,4,Hatch Back,AD5622E50214S00-3,3/28/14,LPO,Porsche Chile SPA,EURO V,"229,00","7,20","13,30","10,20"
Audi,S3,"S3 2,0 Lts. TFSI Quattro Stronic DOHC Hatch Back 3P. T/A Motor CJXC Otto",4x4,A,Gasolina,2,Hatch Back,AD5535E50114S00-1,2/5/14,LPO,Porsche Chile SPA,EURO V,"205,00","11,20","16,70","14,30"
Audi,S3,"S3 2,0 Lts. TFSI Quattro Stronic DOHC Hatch Back 5P. T/A Motor CJXC Otto",4x4,A,Gasolina,2,Hatch Back,AD5535E50114S01-5,,LPO,Porsche Chile SPA,EURO V,"202,00","11,40","16,90","14,50"
Audi,S3,"S3 2,0 Lts. TFSI Quattro Stronic DOHC Sedan 4P. T/A Motor CJXC Otto",4x4,A,Gasolina,2,Sedan,AD5535E50114S02-9,,LPO,Porsche Chile SPA,EURO V,"202,00","11,40","16,90","14,50"
Audi,S4,"S4 3,0 Lts. TFSI DOHC Sedan 4P. T/A 4x4 Motor CGWC Otto",4x4,A,Gasolina,3,Sedan,AD5256E50613S00-K,7/8/13,LPO,Porsche Chile SPA,EURO V,"192,00","9,10","14,90","12,20"
Audi,S5,"S5 3,0 Lts. T-FSI DOHC Cabrio 2P. T/A 4x4 Motor CGWC Otto",4x4,A,Gasolina,3,Cabriolet,AD4677E50314S00-K,6/25/12,LPO,Porsche Chile SPA,EURO V,"201,00","8,80","14,30","11,60"
Audi,S5,"S5 3,0 Lts. T-FSI DOHC Coupe 2P. T/A 4x4 Motor CGWC Otto",4x4,A,Gasolina,3,Coupé,AD4677E50314S02-7,,LPO,Porsche Chile SPA,EURO V,"201,00","8,80","14,30","11,60"
Audi,S5,"S5 V6 T Sportback 3,0 Lts. TFSI DOHC Hatch Back 5P. T/A  4x4 Motor CREC Otto",4x4,A,Gasolina,3,Hatch Back,AD5954E61014S02-3,13-01-15 (Ext.),LPO,Porsche Chile SPA,EURO VI,"180,00","9,80","15,90","12,80"
Audi,S5 Sportback,"S5 Sportback 3,0 Lts. T-FSI DOHC Hatch Back 5P. T/A 4x4 Motor CGWC Otto",4x4,A,Gasolina,3,Hatch Back,AD4677E50314S01-3,,LPO,Porsche Chile SPA,EURO V,"201,00","8,80","14,30","11,60"
Audi,S5 V6 T Quattro Stronic,"S5 V6 T Quattro Stronic 3,0 Lts. TFSI DOHC Cabriolet 2P. T/A 4x4 Motor CREC Otto",4x4,A,Gasolina,3,Cabriolet,AD5954E61014S01-K,,LPO,Porsche Chile SPA,EURO VI,"187,00","9,50","15,20","12,30"
Audi,S5 V6 T Quattro Stronic,"S5 V6 T Quattro Stronic 3,0 Lts. TFSI DOHC Coupé 2P. T/A 4x4 Motor CREC Otto",4x4,A,Gasolina,3,Coupé,AD5954E61014S00-6,11/18/14,LPO,Porsche Chile SPA,EURO VI,"178,00","9,90","16,10","13,00"
Audi,S6,"S6 4,0 Lts. T-FSI DOHC Sedan 4P. 4x4 T/A Motor CEUC Otto",4x4,A,Gasolina,4,Sedan,AD4924E50314S00-1,12/18/12,LPO,Porsche Chile SPA,EURO V,"227,00","7,40","13,20","10,30"
Audi,S6,"S6 4,0 Lts. Sedan 4P. T/A Otto",4x4,A,Gasolina,4,Sedan,AD6262E60615S00-4,8/5/15,LPO,Porsche Chile SPA,EURO VI,"214,00","7,60","14,50","10,90"
Audi,S7,"S7 4,0 Lts. T-FSI DOHC Hatch Back 5P. 4x4 T/A Motor CEUC Otto",4x4,A,Gasolina,4,Hatch Back,AD4924E50314S01-5,,LPO,Porsche Chile SPA,EURO V,"227,00","7,40","13,20","10,30"
Audi,S8,"S8 4,0 Lts. T-FSI DOHC Sedan 4P. 4x4 T/A Motor CGTA Otto",4x4,A,Gasolina,4,Sedan,AD4893E50314S00-4,11/13/12,LPO,Porsche Chile SPA,EURO V,"237,00","6,90","13,00","9,80"
Audi,SQ5 Quattro,"SQ5 Quattro 3,0 Lts. TFSI DOHC Station Wagon 5P. T/A 4x4 Motor CTXA Otto",4x4,A,Gasolina,3,Station Wagon,AD5452E51213S00-7,12/20/13,LPO,Porsche Chile SPA,EURO V,"202,00","8,70","14,30","11,50"
Audi,TT,"TT 2,0 Lts. TFSI DOHC Coupe 3P. T/A Motor CESA Otto",4x2,A,Gasolina,2,Coupe,AD6073E51214S00-0,2/13/15,LPO,Porsche Chile SPA,EURO V,"183,00","8,80","18,10","13,00"
Audi,TT,"TT 2,0 Lts. TFSI DOHC Cabriolet (Roadster) 2P. T/A Motor CESA Otto",4x2,A,Gasolina,2,Cabriolet,AD6073E51214S01-4,2/13/15,LPO,Porsche Chile SPA,EURO V,"183,00","8,80","18,10","13,00"
Audi,TT,"TT 1,8 Lts. DOHC Coupé 3P. T/A Motor CDAA Otto",4x2,A,Gasolina,1.8,Coupé,AD5523E50114S00-6,2/4/14,LPO,Porsche Chile SPA,EURO V,"147,00","11,90","19,20","15,60"
Audi,TT,"TT 2,0 Lts. Cabriolet 2P. T/A Otto",4x2,A,Gasolina,2,Cabriolet,AD6124E60215S01-0,,LPO,Porsche Chile SPA,EURO VI,"151,00","11,90","18,50","15,40"
Audi,TT,"TT 2,0 Lts. Coupe 2P. T/A Otto",4x2,A,Gasolina,2,Coupe,AD6124E60215S00-7,4/27/15,LPO,Porsche Chile SPA,EURO VI,"146,00","12,20","19,20","15,90"
Audi,TTRS,"TTRS 2,5 Lts. T-FSI Quattro DOHC Coupé 3P. 4x4 T/A Motor Otto",4x4,A,Gasolina,2.5,Coupé,AD4241E50515S00-8,5/18/15,LPO,Porsche Chile SPA,EURO V,"197,00","8,10","15,90","11,80"
Audi,TTS Quattro Stronic,"TTS Quattro Stronic 2,0 Lts. TFSI DOHC Roadster 2P. T/A 4x4 Motor CDLB Otto",4x4,A,Gasolina,2,Cabriolet,AD5085E50213S01-8,,LPO,Porsche Chile SPA,EURO V,"184,00","9,30","16,10","12,70"
Audi,TTS Quattro Stronic,"TTS Quattro Stronic 2,0 Lts. TFSI DOHC Coupe 2P. T/A 4x4 Motor CDLB Otto",4x4,A,Gasolina,2,Coupé,AD5085E50213S00-4,3/20/13,LPO,Porsche Chile SPA,EURO V,"179,00","9,40","16,70","13,00"
Audi,Q3,"Q3 2,0 Lts. Station Wagon 5P. T/A Diesel",4x4,A,Diesel,2,Station Wagon,AD6323E50815S00-6,9/11/15,LPD,Porsche Chile Spa,EURO V,"149,00","13,50","21,30","17,50"
Audi,Q3 T,"Q3 T 2,0 Lts. Station Wagon 5P. T/A 4x4 Otto",4x4,A,Gasolina,2,Station Wagon,AD6277E60715S00-5,8/25/15,LPO,Porsche Chile SPA,EURO VI,"154,00","12,30","16,90","14,90"
Audi,S8,"S8 4,0 Lts. Sedán 4P. T/A Otto",4x4,A,Gasolina,4,Sedan,AD6252E60615S00-K,9/2/15,LPO,Porsche Chile SPA,EURO VI,"223,00","7,50","13,30","10,30"
Baic,Advance,"Advance 1,5 Lts. Sedán 4P. T/M Otto",4x2,M,Gasolina,1.5,Sedan,BC6147E50315S00-4,5/6/15,LPO,Automotores Gildemeister S.A.,EURO V,"166,00","11,80","16,40","14,30"
Baic,UP,"UP 1,5 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.5,Hatch Back,BC5823E50714S00-1,8/22/14,LPO,Automotores Gildemeister S.A.,EURO V,"159,00","12,00","17,50","15,00"
Baic,UP,"UP 1,5 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.5,Sedan,BC5823E50714S01-5,,LPO,Automotores Gildemeister S.A.,EURO V,"159,00","12,00","17,50","15,00"
Baic,UP,"UP 1,3 Lts. DOHC Sedan 4P. T/M Motor Otto",4x2,M,Gasolina,1.3,Sedan,BC5824E50714S00-7,8/18/14,LPO,Automotores Gildemeister S.A.,EURO V,"153,00","12,50","18,10","15,50"
Baic,UP,"UP 1,3 Lts. DOHC Hatch Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.3,Hatch Back,BC5824E50714S01-0,,LPO,Automotores Gildemeister S.A.,EURO V,"153,00","12,50","18,10","15,50"
Baic,Zoom,"Zoom 2,4 Lts. Tipo Jeep 3P. T/M Otto",4x4,M,Gasolina,2.4,Jeep,BC6148E50315S00-K,7/15/15,CC3O,Automotores Gildemeister S.A.,EURO V,"266,00","6,60","11,30","8,94"
BMW,114i,"114i 1,6 Lts. DOHC Hacth Back 3P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,BM4498E50614S01-K,,LPO,Williamson Balfour Motors S.A.,EURO V,"132,00","13,90","20,80","17,50"
BMW,114i,"114i 1,6 Lts. DOHC Hacth Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,BM4498E50614S03-7,,LPO,Williamson Balfour Motors S.A.,EURO V,"132,00","13,90","20,80","17,50"
BMW,116d,"116d 2,0 Lts. DOHC Hatch Back 5P. T/A Motor Diesel",4x2,A,Diesel,2,Hatch Back,BM4573E50212S00-5,6/28/12,LPD,Williamson Balfour Motors S.A.,EURO V,"126,00","16,50","24,90","21,00"
BMW,116d,"116d 2,0 Lts. DOHC Hatch Back 5P. T/M Motor Diesel",4x2,M,Diesel,2,Hatch Back,BM4662E50512S00-6,6/8/12,LPD,Williamson Balfour Motors S.A.,EURO V,"117,00","18,50","25,60","22,20"
BMW,116d,"116d 1,5 Lts. Hatch Back 5P. T/A Diesel",CT,A,Diesel,1.5,Hatch Back,BM6235E60615S00-9,8/14/15,LPD,Williamson Balfour Motors S.A.,EURO VI,"96,00","24,40","29,40","27,80"
BMW,116i,"116i 1,6 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,1.6,Hatch Back,BM4495E50614S00-K,1/17/12,LPO,Williamson Balfour Motors S.A.,EURO V,"134,00","13,50","20,80","17,20"
BMW,116i,"116i 1,6 Lts. DOHC Hatch Back 3P. T/A Motor Otto",4x2,A,Gasolina,1.6,Hatch Back,BM4495E50614S01-3,,LPO,Williamson Balfour Motors S.A.,EURO V,"134,00","13,50","20,80","17,20"
BMW,116i,"116i 1,6 Lts. DOHC Hacth Back 5P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,BM4498E50614S00-6,1/5/12,LPO,Williamson Balfour Motors S.A.,EURO V,"132,00","13,90","20,80","17,50"
BMW,116i,"116i 1,6 Lts. DOHC Hacth Back 3P. T/M Motor Otto",4x2,M,Gasolina,1.6,Hatch Back,BM4498E50614S02-3,,LPO,Williamson Balfour Motors S.A.,EURO V,"132,00","13,90","20,80","17,50"
BMW,118i,"118i 1,6 Lts. DOHC Hatch Back 3P. T/A Motor Otto",4x2,A,Gasolina,1.6,Hatch Back,BM6011E61114S01-6,,LPO,Williamson Balfour Motors S.A.,EURO VI,"134,00","13,50","20,80","17,20"
BMW,118i,"118i 1,6 Lts. DOHC Hatch Back 5P. T/A Motor Otto",4x2,A,Gasolina,1.6,Hatch Back,BM6011E61114S00-2,12/3/14,LPO,Williamson Balfour Motors S.A.,EURO VI,"129,00","14,10","21,70","17,90"
BMW,120d,"120d 2,0 Lts. DOHC Hatch Back 5P. T/A Motor Diesel",4x2,A,Diesel,2,Hatch Back,BM4499E51111S00-1,1/13/12,LPD,Williamson Balfour Motors S.A.,EURO V,"116,00","19,20","25,60","22,70"
BMW,120i,"120i 1,6 Lts. Hatch Back 3P. T/A Otto",CT,A,Gasolina,1.6,Hatch Back,BM6221E60515S01-7,,LPO,Williamson Balfour Motors S.A.,EURO VI,"133,00","13,50","20,80","17,50"
BMW,120i,"120i 1,6 Lts. Hatch Back 3P. T/M Otto",CT,M,Gasolina,1.6,Hatch Back,BM6234E60615S00-3,7/24/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"132,00","13,50","21,30","17,50"
BMW,120i,"120i 1,6 Lts. Hatch Back 5P. T/A Otto",CT,A,Gasolina,1.6,Hatch Back,BM6221E60515S00-3,7/22/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"129,00","14,10","21,70","17,90"
BMW,125d,"BMW 125d 2,0 Lts. Hatch Back 5P. T/A Diesel",CT,A,Diesel,2,Hatch Back,BM6079E50115S00-9,3/16/15,LPD,Williamson Balfour Motors S.A.,EURO V,"151,00","13,10","21,90","17,60"
BMW,125i,"125i 2,0 Lts. DOHC Hatch Back 3P. T/A Motor Otto",4x2,A,Gasolina,2,Hatch Back,BM4571E50314S01-9,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,218d Active Tourer,"218d Active Tourer 2,0 Lts. Station Wagon 5P. T/A  Diésel",CT,A,Diesel,2,Station Wagon,BM6108E50115S00-5,8/19/15,LPD,Williamson Balfour Motors S.A.,EURO V,"121,00","18,00","24,30","21,70"
BMW,218i,"218i Active Tourer 1,5 Lts. Station Wagon 5P. T/A Otto",CT,A,Gasolina,1.5,Station Wagon,BM6113E60115S00-K,3/20/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"122,00","15,60","21,70","19,20"
BMW,220i,"220i 2,0 Lts. Cabriolet 2P. T/A Otto",4x2,A,Gasolina,2,Cabriolet,BM6151E60315S00-5,5/25/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"144,00","12,00","20,00","16,10"
BMW,220i,"220i 2,0 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,2,Coupé,BM5569E50214S00-8,3/13/14,LPO,Williamson Balfour Motors S.A.,EURO V,"134,00","13,00","21,70","17,50"
BMW,316i,"316i 1,6 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,1.6,Sedan,BM4495E50614S02-7,,LPO,Williamson Balfour Motors S.A.,EURO V,"134,00","13,50","20,80","17,20"
BMW,320d,"320d 2,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,2,Sedan,BM4581E50212S00-9,3/26/12,LPD,Williamson Balfour Motors S.A.,EURO V,"118,00","18,50","25,60","22,20"
BMW,320d EDE,"320d EDE 2,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,2,Sedan,BM4572E50212S00-K,3/26/12,LPD,Williamson Balfour Motors S.A.,EURO V,"118,00","18,50","25,60","22,20"
BMW,320i,"320i 2,0 Lts. DOHC Sedan 4P. T/M Motor Otto",CT,M,Gasolina,2,Sedan,BM6059E61214S00-3,3/6/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"144,00","11,90","20,40","16,40"
BMW,320i,"320i 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,BM4694E50514S00-2,6/18/12,LPO,Williamson Balfour Motors S.A.,EURO V,"138,00","13,00","20,80","16,90"
BMW,320i GT,"320i GT 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,2,Station Wagon,BM4694E50514S01-6,,LPO,Williamson Balfour Motors S.A.,EURO V,"138,00","13,00","20,80","16,90"
BMW,325i,"325i 2,5 Lts. DOHC Cabriolet 2P. T/A Motor Otto",CT,A,Gasolina,2.5,Cabriolet,BM6001E51114S01-4,,LPO,Williamson Balfour Motors S.A.,EURO V,"204,00","7,90","15,20","11,40"
BMW,325i,"325i 2,5 Lts. DOHC Coupé 2P. T/A Motor Otto",CT,A,Gasolina,2.5,Coupé,BM6001E51114S00-0,12/13/14,LPO,Williamson Balfour Motors S.A.,EURO V,"194,00","8,30","16,10","12,00"
BMW,328i,"328i 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,BM4571E50314S00-5,3/26/12,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,328i GT,"328i GT 2,0 Lts. DOHC Station Wagon 5P. T/A Motor Otto",4x2,A,Gasolina,2,Station Wagon,BM4571E50314S02-2,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,335i,"335i 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,BM4575E50414S00-6,3/9/12,LPO,Williamson Balfour Motors S.A.,EURO V,"186,00","9,00","16,40","12,70"
BMW,335i xDrive GT,"335i xDrive GT 3,0 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3,Station Wagon,BM6077E60115S00-5,2/26/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"187,00","8,60","16,90","12,50"
BMW,420i,"420i 2,0 Lts. Cabriolet 2P. T/A Otto",4x2,A,Gasolina,2,Cabriolet,BM6152E60315S00-0,5/26/15,LPO,Williamson Balfour Motors S.A.,EURO VI,"149,00","11,60","19,20","15,60"
BMW,420i,"420i 2,0 Lts. DOHC Coupé 2P. T/A Motor Otto",4x2,A,Gasolina,2,Coupé,BM4571E50314S05-3,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,420i GC,"420i GC 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Coupé,BM4571E50314S06-7,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,428i,"428i 2,0 Lts. DOHC Coupé 2P. T/A Motor Otto",4x2,A,Gasolina,2,Coupé,BM4571E50314S03-6,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,428i,"428i 2,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x2,A,Gasolina,2,Cabriolet,BM4571E50314S04-K,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,428i GC,"428i GC 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Coupé,BM4571E50314S07-0,,LPO,Williamson Balfour Motors S.A.,EURO V,"147,00","12,30","19,20","15,90"
BMW,435i,"435i 3,0 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,3,Coupé,BM4575E50414S02-3,,LPO,Williamson Balfour Motors S.A.,EURO V,"169,00","9,80","18,20","13,90"
BMW,435i,"435i 3,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x2,A,Gasolina,3,Cabriolet,BM4575E50414S03-7,,LPO,Williamson Balfour Motors S.A.,EURO V,"169,00","9,80","18,20","13,90"
BMW,435i GC,"435i GC 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,BM4575E50414S04-0,,LPO,Williamson Balfour Motors S.A.,EURO V,"169,00","9,80","18,20","13,90"
BMW,520d,"520d 2,0 Lts. Sedán 4P. T/A Diésel",CT,A,Diesel,2,Station Wagon,BM6078E50115S00-3,8/20/15,LPD,Williamson Balfour Motors S.A.,EURO V,"123,00","17,80","24,50","21,50"
BMW,520i,"520i 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,BM4691E50514S00-6,6/25/12,LPO,Williamson Balfour Motors S.A.,EURO V,"149,00","12,00","18,90","15,60"
BMW,528i,"528i 2,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,2,Sedan,BM4691E50514S01-K,,LPO,Williamson Balfour Motors S.A.,EURO V,"149,00","12,00","18,90","15,60"
BMW,530d,"530d 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,BM4763E50712S00-3,8/30/12,LPD,Williamson Balfour Motors S.A.,EURO V,"165,00","11,90","20,00","16,00"
BMW,530d,"530d 3,0 DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,BM3464E50510S00-5,6/23/10,LPD,Williamson Balfour Motors S.A.,EURO V,"165,00","12,50","18,90","15,90"
BMW,535I,"535I 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,BM3382E50714S00-1,5/28/10,LPO,Williamson Balfour Motors S.A.,EURO V,"195,00","8,40","15,60","11,90"
BMW,535i xDrive GT,"535i xDrive GT 3,0 Lts. DOHC Station Wagon 5P. T/A 4x4 Motor Otto",4x4,A,Gasolina,3,Sedan,BM6081E50115S00-K,3/6/15,LPO,Williamson Balfour Motors S.A.,EURO V,"192,00","9,20","15,20","12,20"
BMW,550i,"550i 4,4 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,4.4,Sedan,BM3381E50914S00-4,5/31/10,LPO,Williamson Balfour Motors S.A.,EURO V,"243,00","6,50","13,30","9,60"
BMW,640I,"640I 3,0 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x2,A,Gasolina,3,Cabriolet,BM4301E50614S00-3,8/12/11,LPO,Williamson Balfour Motors S.A.,EURO V,"181,00","9,30","16,40","12,80"
BMW,640I,"640I 3,0 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,3,Coupé,BM4301E50614S01-7,,LPO,Williamson Balfour Motors S.A.,EURO V,"177,00","9,70","16,70","13,20"
BMW,640I GC,"640I GC 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,BM4301E50614S02-0,,LPO,Williamson Balfour Motors S.A.,EURO V,"179,00","9,50","16,70","13,00"
BMW,650I,"650I 4,4 Lts. DOHC Cabriolet 2P. T/A Motor Otto",4x2,A,Gasolina,4.4,Cabriolet,BM4302E50614S00-9,8/9/11,LPO,Williamson Balfour Motors S.A.,EURO V,"214,00","7,80","14,10","10,90"
BMW,650I,"650I 4,4 Lts. DOHC Coupe 2P. T/A Motor Otto",4x2,A,Gasolina,4.4,Coupé,BM4302E50614S01-2,,LPO,Williamson Balfour Motors S.A.,EURO V,"206,00","8,10","14,70","11,40"
BMW,650I GC,"650I GC 4,4 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,4.4,Sedan,BM4302E50614S02-6,,LPO,Williamson Balfour Motors S.A.,EURO V,"206,00","8,10","14,70","11,40"
BMW,730d,"730d 3,0 Lts. DOHC Sedan 4P. T/A Motor Diesel",4x2,A,Diesel,3,Sedan,BM4465E51011S00-7,12/6/11,LPD,Williamson Balfour Motors S.A.,EURO V,"178,00","11,10","18,20","14,70"
BMW,730I,"730I 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",4x2,A,Gasolina,3,Sedan,BM4437E50714S00-2,1/11/12,LPO,Williamson Balfour Motors S.A.,EURO V,"229,00","7,10","13,70","10,20"
BMW,740i,"740i 3,0 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,3,Sedan,BM5268E50713S00-6,8/26/13,LPO,Williamson Balfour Motors S.A.,EURO V,"184,00","9,40","15,90","12,70"
BMW,750i,"750i 4,4 Lts. DOHC Sedan 4P. T/A Motor Otto",CT,A,Gasolina,4.4,Sedan,BM5267E50713S00-0,8/26/13,LPO,Williamson Balfour Motors S.A.,EURO V,"199,00","8,40","15,20","11,60"
BMW,ActiveHybrid 7,"ActiveHybrid 7 4,4 Lts. DOHC Sedan 4P. T/A, Vehículo Eléctrico Híbrido",4x4,A,Eléctrico/Híbrido,4.4,Sedan,BM3616E50714S00-2,9/23/10,LPH,Williamson Balfour Motors S.A.,EURO V,"219,00","7,90","13,20","10,60"
BMW,i8 PHEV,"i8 PHEV 1,5 Lts. DOHC Coupé 2P. T/A Motor Otto, Vehículo Hibrido Eléctrico",CT,A,Eléctrico/Híbrido,1.5,Coupé,BM5908E60914S00-0,11/3/14,LPH,Williamson Balfour Motors S.A.,EURO VI,"49,00","0,00","19,20","47,60"
